,Component_1,Component_2
78,0.2262552870663975,0.43241457034369396
79,0.12631756777173928,0.3966527481770895
80,0.012087815975018878,0.1548694664031933
81,0.1476069445169808,0.10125536098040466
82,0.04830504717549805,0.05212040924017007
83,0.01020819002078068,0.13630648556095454
84,0.20148012494827727,0.03833920299543053
85,0.05876039376346303,0.029924315700856016
86,0.005359044144166621,0.004143149984117873
87,0.03922254185219588,0.1725554002247554
88,0.01307490367055269,0.005986892924156005
89,0.22161953575435922,0.013566856569216407
90,0.021439089655924105,0.12771666318349395
91,0.20968866704596748,0.003694352942997145
92,0.22041009805489556,0.059150191741031755
93,0.14592793176294352,0.026934192499600208
94,0.19400196369579556,0.13461677204672856
95,0.06473202002555037,0.1880853235782931
96,0.00019840929619957447,0.0886883806402671
97,0.002068699388093887,0.062003768246479726
98,0.1916332832964924,0.05508748346058158
99,0.3170860655499229,0.009554445868011265
100,0.14587618891004492,0.364557422703165
101,0.06645132074526644,0.21445412463026364
102,0.03158362567471543,0.13592130190594282
103,0.22640047696663937,0.32916549042864957
104,0.05251752419788681,0.05067144138868358
105,0.03257077727189655,0.14255079582698846
106,0.1714255053303262,0.060601823573394074
107,0.0813971222169959,0.1162361636522246
108,0.18501027571818376,0.006172793458807318
109,0.001240663135987773,0.08770456365530863
110,0.09295873259712954,0.03729888666424051
111,0.044537157751965865,0.004153541749183695
112,0.000952776658953293,0.23672188231161143
113,0.0463297839985763,0.02551953026275867
114,0.3863061259192299,0.10185778514994744
115,0.14160372265685628,0.041310161158995024
116,0.3032968793615348,0.18624510992780677
117,0.08476494651667695,0.10625692966460466
118,0.16372772227410265,0.03657777648774925
119,0.15402747672646194,0.040189680040606544
120,0.05796832175632618,0.05557808224269234
121,0.10972847694377028,0.18831288170494834
122,0.03711251175376855,0.22394011697178443
123,0.12193313753909071,0.004610915609008369
124,0.03717664759143371,0.46279928579054846
125,0.06387202051563956,0.28176649053844055
126,0.12978081837606062,0.1653271980470237
127,0.0067630836645615755,0.0010922669860618317
128,0.015179297918918443,0.005885652742248536
129,0.31372485897138114,0.2219959239488873
130,0.12612370355168254,0.05363175566720389
131,0.08097560997719556,0.07640539419715571
132,0.0003594516694413594,0.22165833254356293
133,0.02037428587125362,0.024284509937176763
134,0.13582798542373775,0.004256504452187443
135,0.13681342081333975,0.015295465550216268
136,0.01335072019438567,0.01123036715712226
137,0.27066392611086265,0.012798123506953488
138,0.005430375056929879,0.012000365206621554
139,0.07818452339724721,0.001763052968781061
140,0.06497973153054,0.009729019471492888
141,0.007743825604579043,0.12776139476260184
142,0.04869592812598262,0.22207461951621613
143,0.003825608342534182,0.08056068407998287
144,0.1136048847109465,0.20807935029443125
145,0.1709395587373906,0.08485527816388232
146,0.0337133915486878,4.5286675479055346e-05
147,0.0007058705608853907,0.004322818270518222
148,0.07072874850907718,0.06271158773600442
149,0.14015100168860373,0.29976792781039197
150,0.04032429425623471,0.08862617600479247
151,4.31026545294039e-05,0.005957132406318815
152,0.16609371643348897,0.005942187566581579
153,0.21964064486406448,0.06397239889474991
154,0.03472502505327943,0.020146347494121915
155,0.03303069621522193,0.0019780484136837245
156,0.01764244579290523,0.01580977002347884
157,0.13994127561329692,0.038821515245776976
158,0.13320438828582426,0.0075834916124626174
159,0.024760333619661255,0.0042262011269016434
160,0.00030900211992024133,0.2634092502305621
161,0.1378931862390984,0.04969532987624778
162,0.04033685910283442,0.007686534721047797
163,0.08344087857575924,0.6863555542182509
164,0.0036274458286334574,0.0024751275165470574
165,0.07049534727725247,0.01003664957617381
166,0.06710413278928112,0.1582869482547967
167,0.026948377232176034,0.13017037777922688
168,0.03555380580735594,0.0008080382601938225
169,0.05880048438295319,0.3825319093988689
170,0.13299902445077103,0.0013055270967631287
171,0.00829757338892894,0.08556889448142024
172,0.00902083683342192,0.057339860082250796
173,0.12178654817955056,0.007635076894571381
174,0.24012519314528494,0.00991573721290096
175,0.16210368061844968,0.003758594079534898
176,0.10739866617702606,0.0045300038082493055
177,0.19356509745985903,0.04740158079517438
178,0.12553359944066958,0.007770797171576345
179,4.52727680137177e-05,0.011279784200059722
180,0.3316928440932589,0.04187328790303977
181,0.09202769846893012,0.0006891617780105933
182,0.0002281389210005467,9.123355263264896e-05
183,0.04597174548317866,0.544248186594041
184,0.015806182439079646,0.025914555790728943
185,0.19803367182327303,0.0009418191856931711
186,0.22025355889636897,0.18495422832427752
187,0.01933925920610797,0.042191954495390926
188,0.2123468285858873,0.035272553043681605
189,0.2662696964734384,0.490106893484823
190,0.00031478238852366983,0.09818913815076982
191,0.00018135219298079285,0.02280673339800745
192,1.0080207861944511e-05,0.016940785221879927
193,0.11756506308115641,0.29894953013803
194,0.044211948565686984,0.031556537680582544
195,0.11171117184390121,0.07536473312893059
196,0.17826291945950437,0.05770620629343715
197,0.09662047756592536,0.0018193901515256496
198,0.1567248987640858,0.004762671440164708
199,0.2682276433544181,0.08434904670641333
200,0.13851873999972858,0.43232508516894064
201,0.05682770213081643,0.019660109920569376
202,0.04544072422881341,0.10039349233826114
203,0.1642456518721302,0.0041863229187168605
204,0.24884218757345178,0.07080438874196386
205,0.2752881229036946,0.0965614970258087
206,0.17644647339456185,0.0933839699353896
207,0.0194236069486778,0.46813637807627
208,0.15935398429299039,0.039314971161383855
209,0.0034828295119489587,0.1101807433399229
210,0.030987512689374174,0.018706488382356834
211,0.2843545308023963,0.10653454561147255
212,0.01790801162556311,0.17787894242420535
213,0.3088379510989286,0.06457654636592455
214,0.03996991877074206,0.0034109934449726327
215,0.22508445375877076,0.058986559391959556
216,0.09211035556562087,0.02437218425843633
217,0.13638991580010576,0.052839958459176044
218,0.3294564568968853,0.28615297248378074
219,0.015146111529811074,0.03260448357134667
220,0.14910139006630568,0.08411547651046361
221,0.261093715682435,0.0764845125884111
222,0.02298166657811443,0.17133685568893556
223,0.011049108303896849,0.27811581606053865
224,0.04255629090024997,0.018728850327152442
225,0.0014741828952171284,0.35613737402014356
226,0.14152689364404855,0.1059752287670825
227,0.11597160688639813,0.03728202424184681
228,0.018668686855218688,0.008280491272873437
229,4.0094713680018995e-07,6.357838612158752e-08
230,0.02470829045192349,0.00794937343170308
231,4.691720203292313e-06,0.2551101194476146
232,0.030298877877859513,0.167517887558372
233,0.04608649469521825,0.018889998615769073
234,0.2625471612329869,0.23467499948910922
235,0.07254801709712586,0.043546064981843276
236,0.04059037258341155,0.3554377766692886
237,0.004601181790030919,0.00292233765193579
238,0.005688619674010013,0.11056803565315676
239,0.0034109126562682766,0.006536529037708029
240,0.04224057209599914,0.00042677229899166136
241,0.00039988076828453275,0.0017268289954368026
242,0.14699355234742242,0.05057493125978855
243,0.003283128591722715,0.013165125514041554
244,0.09769241841774107,0.1286008137720723
245,0.18113854484330355,0.05708594130894735
246,0.09783149209467461,0.0016446691154030591
247,0.03027859671470345,0.0007057239150279134
248,0.09122391357935271,0.20538025889850542
249,0.1428325994394668,0.1068577602144064
250,0.0025460884393111974,0.04451418663927784
251,0.2288027269434293,0.05005372366937317
252,0.008177833731540235,0.14717490044581122
253,0.1553543848198999,0.04177430647883883
254,0.13451230260279598,0.19749948544121868
255,0.07603596130060018,0.021237682614337783
256,0.00022821565430664514,0.2399572347146473
257,0.0008814665313203118,0.023212557037043467
258,0.09407082831120087,0.35824085833481834
259,0.017365660349251518,0.058555337339491594
260,0.19187618717019445,0.05151279588043377
261,0.0487714400316091,0.12515442148705855
262,0.17403093364438826,0.12261448641716667
263,0.18586735241024555,0.10516068069583227
264,0.09879230801841751,0.09375612200938077
265,0.258643141074145,0.00477852048702779
266,0.00013617443927736064,0.002378370098039649
267,0.035075822912775695,0.16583486901589078
268,0.004524523007734369,0.27255813712135246
269,0.05776167124623448,0.5161544895881552
270,0.005691155459957172,0.08324910191534429
271,0.04980777434996938,0.006233026740997903
272,0.08217174825966125,0.0544936097680266
273,0.03833946419379833,0.0010134500946597578
274,0.12260963146412061,0.20207673022273387
275,0.00437380866928187,0.0007165841684552164
276,0.3452429508935814,0.24553733050224408
277,0.041892599668704844,0.4480919220515068
278,8.639102897281878e-05,0.0013666181304642891
279,0.05963395877805651,0.000291712404592311
280,0.06500829655134271,0.07805654219623484
281,0.05819398605742772,0.025443995774837504
282,1.739494642406492e-05,0.0005528655586065035
283,0.14121303160092746,0.20141312817591547
284,0.023008647649793285,0.1441130210071544
285,0.1366275572366091,0.1607924046532238
286,0.002370698213788025,0.008705199257144865
287,0.10929948391833048,0.10875074502814228
288,0.09073366956530539,0.06813108072754005
289,0.13833627156954872,0.0025913258479520122
290,0.08560574396990239,0.08121667152308601
291,0.11877353101431726,0.5289245472399429
292,0.049649945744450814,0.03104151461889658
293,0.031011180158077724,0.0001989970404057792
294,0.12177602456423642,0.3127905098547164
295,0.04255214044058388,0.012420992262196218
296,0.0458792500280298,0.3988083373223403
297,0.0037749041026677397,0.3402799473675356
298,0.11464190292389553,0.0001349191290037243
299,0.08993572048578119,0.015591452449304748
300,0.011805289882844777,0.03442336696528264
301,0.029178893249792347,0.11105932889707701
302,0.18073864868469597,0.020582997730413177
303,0.00024485664349895546,0.03176245057356686
304,0.07220588429816693,0.23114676451124078
305,0.05791417068542323,0.013157749761855044
306,0.12303248258053151,0.010589735971006755
307,0.07886340745201476,0.03623834217556126
308,0.016696077691579297,0.03390624474383201
309,0.13600972164244707,0.012398697557776799
310,0.0666439078254995,0.031296499163978156
311,0.20032733612579803,0.2700062671920909
312,0.024096112240480635,0.05421944648325699
313,0.028011646346527273,7.104481644951039e-06
314,0.06497565767866521,0.5985429449028485
315,0.001919709725055798,0.06256866784272978
316,0.007481839928834415,0.3032434430871054
317,0.06884419348654468,0.16400989738559205
318,0.1781455946020602,0.05279566413437228
319,0.16252447095678002,0.0006955443251826574
320,0.17506237151655848,0.001759131866592659
321,0.06386104693991504,0.059997681722683924
322,0.15183338579622363,0.00034127399405094145
323,0.20769189209968913,0.17404906025456587
324,0.19680535147390243,0.23573289737164696
325,0.23401379074728343,0.15294067240553563
326,0.15393155018794283,0.07589049954874974
327,0.19409356726976995,0.09110205340582934
328,0.16848693769198528,0.0032573506349705874
329,0.08829332928400158,0.22573469153218997
330,0.18219789680276471,0.05008678830954326
331,0.09049649433119439,0.007904747155534035
332,0.014409243997827649,0.3623054407045038
333,0.023760830233933525,6.770013366714812e-06
334,0.05618287961162392,1.4310454230096157e-05
335,0.1399657409743872,0.008203834642535804
336,0.008236729314597962,0.1292831240240941
337,0.015154897481975795,7.537309217848727e-05
338,0.2920694658611461,0.004794666730297208
339,0.17790948121737238,0.049285974829453495
340,0.2898234824904639,0.5674947306301343
341,0.23305746502024607,0.025036408748978917
342,0.16004348263768856,0.002473368223965427
343,0.226436396443649,0.022185825213705355
344,0.1656915818658005,0.000734021762646522
345,0.012426573851123812,0.11019753807754536
346,0.013469197932549203,0.044182697935992894
347,0.18639480996841312,2.796172747675947e-06
348,0.003408801247252991,0.051271508553480186
349,0.10214520057796078,0.042549381098286924
350,0.04110334228132031,0.022640102185844252
351,0.12983459200494024,0.025400765622467958
352,0.1935108560093416,0.010366869743873016
353,0.052042115666883285,0.3344259921003957
354,0.09369889967770322,0.25862862753671495
355,0.1750494222062192,0.06396447251709494
356,0.25194981279505557,0.04013302877773695
357,0.22416451347123922,0.21097444703652776
358,0.2471460029498531,0.003177570790389116
359,0.026338938601321266,0.10556498258919987
360,0.09962267823741776,0.008314861115901021
361,0.06120580217592696,0.14445876486905876
362,0.24618125221061699,0.016235689933051505
363,0.054855300705737686,0.03373268165627336
364,0.00022717779817033295,0.012409116167023924
365,0.1719313976639534,0.2183321265152849
366,0.0836576264761134,0.00013718861853263
367,0.07835609641718744,0.16289594774785776
368,0.15907718173825316,0.33094696325308504
369,0.008704171718735557,0.00947207672339559
370,0.16766756529868532,0.08882303144616327
371,0.09366259851496792,0.04474687762043447
372,0.09676002390884017,0.04332877259457327
373,0.09803449991355132,0.00044211433286688034
374,0.2532843893776158,0.015562265677458463
375,0.04790045812708219,0.035316909200788255
376,0.11401597355250456,0.055336676349937254
377,0.1935724049247779,0.023336631550982517
378,0.033091378776576835,0.00041360847609592976
379,0.009474347614134616,0.08392021911027647
380,0.02930304562726527,3.860394353100965e-05
381,0.2169142494410954,0.00035612609659122114
382,0.17492431053170296,0.04963163382996472
383,0.17456249920394862,0.003764766299479382
384,0.07563590869398448,0.023684710698075578
385,0.2923178687850433,0.023167816263169657
386,1.3440651459934514e-05,0.0302562656789365
387,0.23285526305608706,0.18977432255003548
388,0.21515800382034728,0.018205541645205586
389,3.934476911497011e-09,0.15491568996166435
390,0.18238784477308737,0.052245470822480114
391,0.2653385245304779,0.12204372293898098
392,0.00011070523400756215,0.08621833744613151
393,0.17115625721971195,0.0006406924790476345
394,0.028153695510168456,0.10901243882902116
395,0.06799442691951518,0.36168547154836894
396,0.08006137748596193,0.12510916449657147
397,0.07779291782297841,0.2092641533537372
398,0.23452341746945304,0.11216781125680778
399,0.1338426805484808,0.004784979843378908
400,0.2314551920440108,0.012599942855317486
401,0.15010636967231322,0.004475468537039175
402,0.05785004538682982,0.004175003305185228
403,0.11502768120314616,0.32725929159997375
404,0.08660187469827016,0.11032522003383985
405,0.040403464928584425,0.12350651949629586
406,0.0034879564385665858,0.09317914368193882
407,0.24912608284700846,0.20167692909386506
408,0.004975591542289379,0.0008521316799267194
409,0.22181278422952863,0.00013519162968866804
410,0.006420413846674535,0.025945628415775274
411,0.07458301751209323,0.033003124422293924
412,0.1261046199343423,0.010514921575379099
413,0.09393848641355118,0.0522389265729388
414,0.004216735014095501,0.04262205593296434
415,0.17941714183250998,0.11657277808454056
416,0.023438479216684214,0.2525346311980993
417,0.09654771907116715,0.14479505244561047
418,0.02317153842220942,0.11425106746245339
419,0.1100641089479423,0.12327837232279151
420,0.313642690311435,0.4869977694895826
421,0.26387563692503513,0.32824508512326434
422,0.08137643881210382,0.1382772257782026
423,0.05500959991847358,0.02108227049925745
424,0.04639956340910695,0.0025342652371491423
425,0.15986584317354524,0.12912918853780608
426,4.719374520369266e-05,0.03551613693114892
427,0.008946044690187272,0.029168100342210304
428,0.15340101700293712,0.0665132014237568
429,0.09934483566401979,0.13995604447747154
430,0.09911822322879472,0.010108020270518573
431,0.18282723858713246,0.09149565557018746
432,0.013684711673701307,0.07887656433277453
433,0.02609218308158348,0.010504970514050523
434,0.1283820540470169,0.003384518201001766
435,0.003320088302776972,0.09057805095713996
436,0.15496535021855,0.2635032273366479
437,0.016163887280296944,0.24687667893191256
438,0.02041238066503929,0.026917195622411867
439,0.027740360245626615,0.17563550540566294
440,0.19753546229339886,0.04894394790748087
441,0.022764981511312954,6.886764676005479e-05
442,0.016748681944955837,0.13728784833202468
443,0.13835380902704994,0.05348922635365974
444,0.15128937901379844,0.2987111008890997
445,0.2621543660057476,0.012600548921343619
446,0.013585792007583683,0.043189166131006006
447,0.16848162039507564,0.5666726519052786
448,2.755975973074684e-08,0.026157510427786752
449,0.0014183461641447174,0.04926165206255572
450,0.0074437149465183105,0.029650986839460776
451,0.04288269414587902,0.0003601737959676332
452,0.03635229111766184,0.24693245888916135
453,0.15552215477010128,0.031523839400473624
454,0.09958014758713499,0.056295610724310705
455,0.002038789658495695,0.053146224963173554
456,0.0008383601554049113,0.10802549954122245
457,0.04594176984611332,0.06965306008428412
458,0.00012023748026780467,0.16791352035192547
459,0.06301737460030711,0.0030207841343697153
460,0.009370135789194713,0.0007435941523171704
461,0.010568128985085783,0.08877980027314238
462,2.534968290083267e-06,4.358084178143251e-05
463,0.03510443078656655,0.0033579508549324783
464,0.00011483876476277644,0.04311946737911949
465,0.22553037066846077,0.11137692316431722
466,0.003580771171353689,0.011203988732964833
467,0.002440642827824304,0.04403973073009423
468,0.018676034491073093,0.038190677078997703
469,0.15824954752163992,0.0001637000523404884
470,0.29035091054506584,0.10826440552568722
471,0.01204883468322975,0.11949159400752758
472,0.133356740296919,0.1046361628097326
473,0.32157235403776724,0.06335216182042892
474,0.023532289265905594,0.005194736644399835
475,0.23597303896725053,0.02728337798130891
476,0.1655787614369231,0.0018761072657270859
477,0.123568558291575,0.10218797561269508
478,0.0017384322517107055,0.03003258626491599
479,0.00941229096942621,0.7627499769720498
480,0.26332268672095177,0.009570524885798973
481,0.09731499780184417,0.11165593031525771
482,0.15800967011247413,0.38940534432332297
483,0.17449701778264884,0.008488453733743089
484,0.11108747951530512,0.14883010299975954
485,0.14002294295858336,0.01603325688279119
486,0.12746262348678963,0.07263642240284104
487,0.3493103412413679,0.07034276202160276
488,0.1619908130317299,0.20400097776023562
489,0.061868640912094625,0.011915417959231808
490,0.06910654398649176,0.043098902590595546
491,0.18165659365974812,0.03997353579889774
492,0.028428274934099194,0.000250758582726403
493,0.02473476936029038,0.11709612706847701
494,0.11176927342691856,0.015510368326610057
495,0.07774234512696133,0.14448710337483028
496,0.13495309598588168,0.012405426723704174
497,0.0010036169724958648,0.054590905415386165
498,6.0117712248037954e-05,0.30805042157266777
499,0.048691490444281324,0.25879699826969094
500,0.041345735757879164,0.04717659487812782
501,0.21448814185249152,0.0255895723357594
502,0.038691870749182816,0.11819136205227547
503,0.0958184578831373,0.1406985038717568
504,0.1599568394936996,0.007922144782482992
505,0.016065106320842206,0.012295906556754997
506,0.00013412082635799074,0.04487667979206023
507,0.0006630940438432261,0.2518526733632524
508,0.022304784784844225,0.0029489037657932657
509,0.026542483414518377,0.0032818864648095944
510,0.004296139997999252,0.17077939392510233
511,0.0012168171641105058,0.13751301061764526
512,0.11129118226439043,0.0014011981316653342
513,0.09101441582363176,0.009232082582169296
514,0.006156600208891054,0.2020620007242742
515,0.014178640891415078,0.008323989339240433
516,0.00024966957074845457,0.0022608122982024047
517,0.05843277399558334,0.0002267923303824592
518,0.04700130507123603,4.435392249317717e-05
519,0.013886200511430089,0.01104913027775384
520,0.1172680168877202,0.09061018361996713
521,0.15761867786641046,0.0011547939473275416
522,0.06954871672287351,0.4232347988963556
523,0.002196869898768387,0.1759547840232869
524,0.06731056374933736,0.20070600441385247
525,0.024884672727231518,0.0028040760802715966
526,0.15232064623040265,0.006680380972492144
527,0.08643290255249743,0.08815540258967411
528,0.07384668317453268,0.18997126174942133
529,0.18359331564378187,0.01849676099634452
530,0.0007000187747383046,0.2637715567940006
531,0.07525853234407259,0.1644003639525977
532,0.02017259858484842,0.0883867036710547
533,0.22482120432071295,0.15640994656435456
534,0.15628442903333767,0.0007505723647270953
535,0.055978298678040835,0.056525792021982935
536,0.09696648028201083,0.03361688006723624
537,0.11795200007730165,0.04556225742842816
538,0.03656822407927344,0.0010160710627041306
539,0.13907166190030817,0.14478265409711474
540,7.612843481879056e-06,0.12414217302362093
541,0.14532016304495307,0.020386792953140095
542,0.053565965513339586,0.017898048810868008
543,0.1504147888351433,0.032654502030657825
544,0.019376040471965356,0.27449614820825224
545,0.01798406613100269,0.022878466938096625
546,0.0511435574123772,0.00039154503609384214
547,0.03074583688462493,6.700732667189588e-06
548,0.013666821326142244,0.003989384849037318
549,0.00950841859341194,0.0856710851368702
550,0.04237650384686223,0.007542438312760209
551,0.04786006249123023,0.026333728257842637
552,0.06501471246381316,0.16570568048247658
553,0.1893476109275596,0.016038012989070295
554,0.08172888027282994,0.17689070865162212
555,0.21625308708565905,0.18299259145270577
556,0.021513257914580728,0.10208333817868953
557,0.041601653550287464,0.06813539201905966
558,0.22896320595041258,0.07849706582354568
559,0.20456921654977778,0.05285797944805825
560,0.03281668417288729,0.14435042328708889
561,0.12874934361406015,7.967376739502399e-07
562,0.20075914454692723,0.0013329596992248869
563,0.0005001116362310162,0.05228775254982677
564,0.16280543030996808,0.057622886401139155
565,0.13275343555203434,0.18309555794603027
566,0.011728995783887787,0.016509690755463206
567,0.017603378285506135,0.20376682743215926
568,0.018017789349018525,0.06139512501322285
569,0.05220899273036504,0.14043112610586603
570,0.02621891425109666,0.2975090278708587
571,0.03186388563357059,0.33396722326720685
572,0.1704140704448906,0.0001226904720638041
573,0.11931418526162244,0.0014491071778514105
574,0.00090453367511551,0.06917942612180615
575,0.04917448618710972,0.12052252292771123
576,0.07239163244974745,0.000692675742166608
577,0.002325559288673434,0.0843135105789586
578,0.051955742401765086,0.04978709465429786
579,0.0596055053295925,0.05939977666068859
580,0.02989703670990968,0.11492456876463544
581,0.17131402480123475,0.002584857665769179
582,0.3496628875463278,0.15351003079167722
583,0.20751686170125497,0.008474241633444365
584,0.012731101151267521,0.21388652652864737
585,0.19752974974773108,0.0002941481948160508
586,0.04175515695823168,0.0038970992756176704
587,0.1475079421535122,0.21098165061698448
588,0.003712385950535907,0.010918023627879908
589,0.1861058971119793,0.024957042589847107
590,0.009772417678688153,0.09902372399881673
591,0.03596919125699751,0.06336373694325641
592,0.021455388753519412,0.0034251086826205955
593,0.0613057801267024,0.018268969854809206
594,0.10293970114876351,0.0002342118794575377
595,0.059411687317368365,0.05283817555413726
596,0.07577262934477566,0.0007654536535133769
597,0.08553127736428297,0.0004359462996193754
598,0.12029664975854992,0.04290838626987186
599,0.006554707076017283,0.05703495995485423
600,0.19922539953526608,0.08727812732787364
601,0.0031423910198021257,0.06493629051076895
602,0.06961618231807648,0.09283102530174285
603,0.0027348181077921966,0.28501837159811944
604,0.13734830203964002,0.11509895677925862
605,0.06401308374083067,0.020442283619484972
606,0.048950475099826855,0.03721389644406869
607,0.20143495573647194,0.01882904952768855
608,0.28227596781641284,0.044723833325713315
609,0.07593564211682889,0.025488960712126956
610,0.10027471038036206,0.002511570257887686
611,0.1189951839011285,0.03618898148934928
612,0.23029419553427574,0.052421904276286915
613,0.01156996106638072,0.010703063595158843
614,0.2435952167462424,0.03265693937090972
615,0.37058299718262294,0.08944938168723982
616,0.1313134032223441,2.405101331937914e-05
617,0.07923430617157763,0.0485418312492676
618,0.27595557667645815,0.1571074179735907
619,0.04353792220160028,0.01659926939858994
620,0.051230772065361516,0.15655786986247378
621,0.10652437385289908,0.0663129157129039
622,0.0009335036411106292,0.003922555930577349
623,0.28937501342873917,0.21227025864672638
624,0.004283553463647777,0.002516632835995951
625,0.22884895750149092,0.07099222581411406
626,0.028487985353653236,0.015356388628555394
627,0.003193514199755177,0.21450234337396104
628,0.060662768830321886,0.3801982741674066
629,0.11922487614069918,0.0017222676661405472
630,0.014314158702324444,0.08315260833184616
631,0.0640774862841407,0.00035639184275813906
632,0.025751210703056138,0.10208046533402748
633,0.16856460017027855,0.2657674691975346
634,0.2721723121588261,0.10359149332169817
635,0.04438321567497447,0.035136021736366235
636,0.05808113134874518,0.0006440162945638323
637,0.03828122267877883,0.017803223266078885
638,0.15673154094180433,0.289444261226007
639,0.00927986380700768,0.08582816263142706
640,0.056553108446136646,0.012167530387634547
641,0.20212886610674347,9.278506342717695e-05
642,0.19985851391639678,0.010689654012534643
643,0.03418266016404693,0.02076521579604181
644,0.21726961865006686,0.050745960922973975
645,0.10258927313195926,2.6919641870426973e-06
646,0.00949542665638968,0.2797607309845021
647,0.008435954662140893,0.7031086073667868
648,0.21833984634471512,0.004399855457563269
649,0.1949330435448038,0.19631499368135105
650,0.08709055950774357,0.01245071725213554
651,0.14339098368782133,0.1723582292263006
652,0.13707527102778017,0.07348986585255299
653,0.03060074364095105,0.08299832518369829
654,0.08643836622162962,0.12641899080728491
655,0.07426903740539319,0.02509048169177487
656,0.21586513589732093,0.282747184680672
657,0.07664712757339663,0.23481407353278333
658,0.019282926677284238,0.6827677464055044
659,0.04011205077172061,0.0021725330937782104
660,0.1674547050972842,0.07871086235649986
661,0.06078040953673567,0.04052653768430399
662,0.04517782846632265,0.05321822669927225
663,0.06362167125608854,0.002052191907577155
664,0.24306495912237736,3.412678961763215e-05
665,0.17273360388926318,0.05698541190962721
666,0.02672276245140697,0.007824961941338828
667,0.01867375246218935,0.07406556227295584
668,0.32308552666114815,0.005181910976616144
669,0.12906095981772434,0.0001735925044010181
670,0.1260177553185349,0.30334749247980125
671,0.0001939203092424971,0.025904707036420442
672,0.017259531246188377,0.02552234181664492
673,0.04116125504235176,0.017675550445466707
674,0.23193623851092807,0.010758537233142695
675,0.08270291028367588,0.5450086450474322
676,0.0325239944930797,0.061062095474916436
677,3.577500951048399e-05,0.0011061923258861028
678,0.04957283247018418,0.08298227176757443
679,0.09348164495432383,0.024844966224240445
680,0.2242304672809375,8.91512074810798e-05
681,0.15301537627487746,0.1968318517424516
682,0.29418922157866334,0.06118384150019539
683,0.03915699328709577,0.0024856490022721733
684,0.11594347997450605,0.013175776180788058
685,0.0033691520325705745,0.18480058264547888
686,0.2739476672105641,0.005251291661503088
687,0.2981304052719211,0.026931836229807066
688,0.0004892266040673849,0.00876815886624937
