,Projet - Coût estimé,Projet - Coût réel,Projet - Durée du projet (en jours),Projet - Avancement (%),"Ressources - Quantité des matériaux (kg, m3)",Ressources - Heures de travail,Ressources - Nombre d’équipements utilisés,Ressources - Consommation énergétique (kWh),Caractéristiques bâtiment - Surface totale (m²),Caractéristiques bâtiment - Nombre d’étages,Caractéristiques bâtiment - Volume (m3),Caractéristiques bâtiment - Hauteur (m),Caractéristiques bâtiment - Indice de performance énergétique,Caractéristiques bâtiment - Consommation énergétique annuelle (kWh),Qualité / Sécurité - Nombre d’incidents,Qualité / Sécurité - Nombre d’accidents,Environnement - Volume déchets produits (kg),Environnement - Émissions CO2 (kg),Environnement - Consommation d’eau (m3),Environnement - Niveau sonore (dB),Données complémentaires - Note satisfaction client (sur une échelle quantitative)
Component_11,0.014952025433981693,0.006222810187239547,-0.157506871248706,-0.12263733471282595,0.1440981256793752,0.25367527229664083,-0.02742437599594846,0.229611021337162,0.16310720870697032,-0.2590998364552043,0.14873547208623328,0.05885198170031122,0.3231678456370298,-0.2642835913944234,-0.19058070743172784,0.05612662103163391,0.3984451495782579,-0.06139106153830151,-0.27061769816279235,-0.15463465401955628,0.4780695322814766
Component_12,-0.013200093258991614,-0.017150083315665875,0.18792630427173862,-0.06329308453381353,-0.13212217234632606,0.10828453573884093,-0.10903955559385584,0.207629522621801,0.1366082095407059,0.5155922448156883,-0.05218074135479596,0.39609010793757404,0.04346425238286885,-0.0006570068845424478,0.4084376231538848,-0.3253170992260589,0.24486541720633567,0.047917916602323106,-0.2794269083167075,0.12899521719284243,-0.020101188074202084
Component_13,0.004174072112974521,0.0013614708849912366,-0.28642054247827453,0.2781217714364539,-0.08772213053875058,-0.0246865409358777,0.17435642039105742,-0.3022252181297343,0.10903452603436999,-0.08254405910414443,-0.08545549665202597,0.29202070959646803,0.36855112676086804,-0.006272164383442347,-0.27544311561333445,-0.38392060918402393,0.0482264659561738,-0.15266793446494337,0.13850433474378354,0.4350480774693753,-0.07778085341997282
Component_14,0.0034684946136953297,-0.012375085562752828,0.32484632447496276,0.2645030227445781,0.2758420687636687,-0.042341735813485055,-0.48010224300655063,0.10975756905351863,0.5350981377446268,-0.08054708258192059,-0.05779568173865774,-0.04813593038702844,-0.012916209019112475,0.03449926265979544,-0.07477207008407111,0.019459599299387922,0.10904336509343567,0.13967997715410946,0.38430015571823267,0.13698974743487302,0.016300606228187634
Component_15,-0.00970724941159795,-0.004483754384375963,0.0755548319039818,-0.29386254017883834,0.07605736344008222,-0.017691609409503085,0.0599804575761423,-0.19852950871246725,-0.08861731775495749,0.005762854803314648,-0.37232091992639466,-0.2869314694433193,-0.26508160370430234,0.07156314031408778,-0.23824905756440234,-0.05923706666683653,0.38729402992675543,0.3493801523643995,-0.2016305437590594,0.4157912251782572,0.0928023144840725
Component_16,0.015502420546109685,0.030030304767468863,0.0437237219485161,0.2865379020693729,0.348249159021265,0.31528134677292646,0.22195984883358819,-0.17519564799890336,0.11692139285723009,0.0907242344880095,-0.34603611423961694,-0.2618475773931797,0.3066167610206167,0.1167504813087389,0.19791615460727524,0.18630216068847566,0.11675271295945279,-0.10568457995949966,-0.23635490747949534,-0.1834235561786288,-0.3288828083190965
Component_17,0.025446977644832416,0.03493841003502848,0.26099130681819127,0.21370957520689626,-0.1452750524661402,-0.3161268967829204,0.24877733221280932,0.5133224913940597,-0.21216309902797345,-0.24416011284679823,0.05981632505951868,-0.27753595052934743,0.21930107525580103,-0.1695085997664078,0.056370604346680786,-0.19076488974635228,0.2221807150202358,0.10180364937451464,0.007261148439396739,0.09058783230601437,-0.2613400682393583
Component_18,0.006311165577646394,0.008166587766527941,0.47330019850544,0.012854285616984764,-0.005224943790812393,0.2897038030980878,-0.1480635681508907,-0.11770344512276722,-0.1862556114862418,-0.18499828988743588,0.3125486174208087,0.025092836793731355,0.25515853281971507,0.1329205494464633,-0.05364954122026091,0.0972497851028199,-0.3609551567979066,0.09084325055042068,-0.33770984225251366,0.37449132251594186,0.028433941308902533
Component_19,0.01626308495528828,0.03404853472551156,0.20429453137450262,-0.0040117333345763345,0.3513181432401618,-0.2973690480082759,0.1882276791348178,0.21035593684270587,-0.22089344963648244,0.17316565793074698,-0.11006648952132887,0.15665580519759162,0.07216424184434483,0.460475000922523,-0.1088792010773318,0.12534094074487317,0.041948680569882914,-0.4017995142996353,0.08501214376915994,0.10046272485702162,0.35287895384016105
Component_20,0.01302215381626231,0.008226262877138358,0.05056165018241626,-0.14356026556631712,-0.18452153521780243,-0.002456381447339595,0.3441413428994034,0.03363732299038415,0.18886905772745205,-0.3149219680001616,-0.3235939874317459,0.2869674032046151,0.12457023477213633,-0.015826149597092755,0.4058033813124343,0.3674001987462673,-0.1156615365406715,0.25877758240955084,0.20742335999523298,0.15735396297150264,0.19367855502893058
Component_21,0.7072577993638179,-0.7063512846095324,-0.005238533680998694,0.0024901210258878497,0.0015979509692431628,-0.007248549756718827,0.0027333223151250604,0.005556172880591179,-0.013924556989037728,0.007655963011730692,-0.008758712558939265,-0.008706763537151342,0.008632387497531827,0.00984745343927575,-0.000780919005573678,0.007246413512677459,-0.0031262950601585442,-0.002209189151300245,-0.008066372025323145,0.0023695482732225687,-0.003494569823867563
